iter	Logloss
159	0.2867092135
160	0.2860752009
161	0.2855947031
162	0.2849016768
163	0.2844093292
164	0.2838435672
165	0.2833268886
166	0.2825105555
167	0.281818449
168	0.2811523442
169	0.2804215796
170	0.2794783042
171	0.2789149352
172	0.2784016806
173	0.2776490106
174	0.2770626167
175	0.2764612588
176	0.275914594
177	0.2753297272
178	0.2746897429
179	0.2740036322
180	0.2735615598
181	0.273082736
182	0.2722661239
183	0.2720038119
184	0.2715320195
185	0.2708430611
186	0.2702846651
187	0.2697755437
188	0.2692750602
189	0.268951321
190	0.268588352
191	0.2681819182
192	0.2678014652
193	0.2671363891
194	0.2667454341
195	0.2663733329
196	0.2657720944
197	0.2649157241
198	0.2642338011
199	0.2641181744
200	0.2636578876
201	0.2630443703
202	0.2625283287
203	0.2619872061
204	0.2615794228
205	0.261136502
206	0.2604484029
207	0.2601429231
208	0.2595275187
209	0.25895051
210	0.2584323547
211	0.2581149136
212	0.2576157637
213	0.2570749165
214	0.2567580595
215	0.2563005293
216	0.2560889875
217	0.255567272
218	0.255180344
219	0.2549710331
220	0.2546088363
221	0.2542656955
222	0.2537839787
223	0.2534689634
224	0.2530046059
225	0.2525035097
226	0.2521220877
227	0.2517142942
228	0.2514174738
229	0.250894714
230	0.2504194484
231	0.250034954
232	0.2495623001
233	0.249085396
234	0.2488957017
235	0.2484747158
236	0.2481708441
237	0.2476838104
238	0.2473420343
239	0.2469110474
240	0.2466935131
241	0.24631661
242	0.2459761638
243	0.2454861575
244	0.2449211503
245	0.2444360959
246	0.243957026
247	0.2436642121
248	0.2432560655
249	0.24310062
250	0.2426820293
251	0.2424850224
252	0.2422017925
253	0.2418485498
254	0.2417194287
255	0.2413044586
256	0.2410382833
257	0.2406520191
258	0.2401674331
259	0.2399233264
260	0.2396996526
261	0.2395303834
262	0.2392081928
263	0.2390015777
264	0.2384734488
265	0.2380409333
266	0.2377400687
267	0.2373399674
268	0.2370603442
269	0.2366503285
270	0.2361923337
271	0.2358520111
272	0.2356943705
273	0.2353057235
274	0.2350449744
275	0.234793009
276	0.2345513778
277	0.2342009462
278	0.2338603097
279	0.2335847785
280	0.2332205367
281	0.2328721651
282	0.2325940004
283	0.2323676629
284	0.2319079576
285	0.2312994956
286	0.2309444621
287	0.2309209394
288	0.230505532
289	0.2302583661
290	0.2300447809
291	0.2299391786
292	0.2296501221
293	0.229296404
294	0.2290824265
295	0.2286751533
296	0.2282132897
297	0.2279954949
298	0.2277477363
299	0.2274012436
300	0.2271372359
301	0.2267549626
302	0.2262927002
303	0.2258729394
304	0.2256144722
305	0.2253922886
306	0.2248637442
307	0.2245344866
308	0.224301785
309	0.2240828146
310	0.2235422988
311	0.2233500481
312	0.2231259926
313	0.2229817193
314	0.2228051019
315	0.2225289015
316	0.2221457672
317	0.2218170678
318	0.2214447889
319	0.2211871079
320	0.2208081199
321	0.2204846948
322	0.2202291921
323	0.2200120573
324	0.2196505827
325	0.2194712938
326	0.2191033773
327	0.2189616418
328	0.2186572794
329	0.2183358839
330	0.2181684291
331	0.2180965432
332	0.2178859423
333	0.2175622708
334	0.2174236143
335	0.2170900504
336	0.2169413327
337	0.2166447763
338	0.2162688967
339	0.2158830329
340	0.2156249933
341	0.215387652
342	0.2150605539
343	0.2148761879
344	0.2145097983
345	0.2143272038
346	0.2141190134
347	0.2138399327
348	0.2137027207
349	0.2134625126
350	0.2131405029
351	0.2129140884
352	0.2127497096
353	0.2123663583
354	0.2121639992
355	0.2119976152
356	0.2115876088
357	0.2112027061
358	0.2109673691
359	0.2107888976
360	0.2106002919
361	0.2102637457
362	0.2099796046
363	0.2099717249
364	0.2097504157
365	0.209398838
366	0.2091220731
367	0.2088871869
368	0.2086614918
369	0.2083634905
370	0.2082483747
371	0.2080195729
372	0.2075936945
373	0.2074844456
374	0.2073051203
375	0.2069896238
376	0.2068376449
377	0.2064190682
378	0.2062197307
379	0.2059689889
380	0.2057669998
381	0.2057160307
382	0.205336968
383	0.2049315689
384	0.2046879729
385	0.2044145626
386	0.2041001325
387	0.2038323915
388	0.2036121574
389	0.203229979
390	0.2029306902
391	0.2026576332
392	0.2024196766
393	0.2020008125
394	0.2016690213
395	0.2013028435
396	0.2011325466
397	0.200912497
398	0.2008070976
399	0.2007428755
400	0.2005846422
401	0.2003320975
402	0.2003170198
403	0.200116416
404	0.2000052192
405	0.1998566279
406	0.1995992842
407	0.1993940228
408	0.1988886625
409	0.1986066999
410	0.1984132109
411	0.1982027425
412	0.1981314363
413	0.1978593981
414	0.1973830427
415	0.1970846181
416	0.1969139606
417	0.1967001685
418	0.1964812012
419	0.1963098209
420	0.1961686176
421	0.1959482149
422	0.195584789
423	0.1954594397
424	0.1951768446
425	0.1950451292
426	0.1946619571
427	0.1944800059
428	0.1942744675
429	0.1940547826
430	0.1937581211
431	0.193685869
432	0.1934707379
433	0.1930787743
434	0.1928890818
435	0.1927198226
436	0.1923730255
437	0.192192878
438	0.1919050603
439	0.1916697445
440	0.191540871
441	0.1915297138
442	0.1913261725
443	0.1910784923
444	0.1907977295
445	0.1905826954
446	0.1903475596
447	0.1900609318
448	0.1897402702
449	0.1896383697
450	0.1894599181
451	0.1892560319
452	0.1890844652
453	0.1888011548
454	0.1885575341
455	0.1883273752
456	0.1882050343
457	0.188035507
458	0.1877725593
459	0.1876112886
460	0.1874903883
461	0.1872616624
462	0.1870725864
463	0.1868261087
464	0.1865688592
465	0.1864147455
466	0.186126161
467	0.1856988029
468	0.1855019669
469	0.1853352891
470	0.1851581772
471	0.1850769536
472	0.1849572568
473	0.1847834625
474	0.1844241492
475	0.1841819461
476	0.1839713702
477	0.1837124309
478	0.1835968179
479	0.1833756409
480	0.1832526799
481	0.1831866635
482	0.1829908031
483	0.1827219024
484	0.1824953144
485	0.1823187213
486	0.1821472758
487	0.182000822
488	0.1819112903
489	0.1816414912
490	0.1814157588
491	0.1810945752
492	0.1810136943
493	0.1808204367
494	0.1806092737
495	0.1804701453
496	0.1802367251
497	0.1799240871
498	0.1796863571
499	0.1794745423
500	0.1793636988
501	0.1792029915
502	0.1789425072
503	0.1787300842
504	0.1785476446
505	0.1782725534
506	0.178101915
507	0.1777809435
508	0.1776328352
509	0.1774792031
510	0.1773870798
511	0.1771743919
512	0.1769731073
513	0.1765569262
514	0.1763144857
515	0.1761223082
516	0.1758571093
517	0.1756534646
518	0.175484077
519	0.1752788083
520	0.1750674152
521	0.1748856743
522	0.1746876542
523	0.1745540505
524	0.1743362693
525	0.1740049034
526	0.1739390108
527	0.1736574245
528	0.1734845042
529	0.1732701793
530	0.1730192915
531	0.1728793762
532	0.1726897097
533	0.1725665964
534	0.172399044
535	0.1723167228
536	0.1720323591
537	0.171828656
538	0.171558501
539	0.1714489622
540	0.1712912302
541	0.1710946234
542	0.170863244
543	0.1707048838
544	0.170572151
545	0.1703091644
546	0.1701660457
547	0.169889982
548	0.1697394659
549	0.169631397
550	0.1695165247
551	0.1693870497
552	0.1692861109
553	0.1690850112
554	0.1689740532
555	0.1688746148
556	0.1687883935
557	0.1686517327
558	0.1686067071
559	0.1684478141
560	0.1680799974
561	0.1677561435
562	0.1675521843
563	0.1674110143
564	0.1672882982
565	0.166958942
566	0.1667805041
567	0.1667021707
568	0.1665741271
569	0.1663989546
570	0.1662744035
571	0.1661643391
572	0.1660987273
573	0.1659826978
574	0.165833735
575	0.1655411618
576	0.1654129916
577	0.1652555114
578	0.1650230057
579	0.1648842084
580	0.1647721753
581	0.1645000601
582	0.1641336856
583	0.1640463154
584	0.1639262869
585	0.1638099587
586	0.1636766735
587	0.1635554793
588	0.1634062338
589	0.1633541773
590	0.1631221796
591	0.1629918283
592	0.1628828613
593	0.1627594263
594	0.1625468046
595	0.1623063749
596	0.1620642713
597	0.1619097277
598	0.1616580308
599	0.1615482841
600	0.1614737373
601	0.1611722008
602	0.1609060567
603	0.1608005069
604	0.1605453243
605	0.1603260856
606	0.1603047706
607	0.1600916968
608	0.1599025508
609	0.1596293613
610	0.159538382
611	0.1593668717
612	0.1592608486
613	0.1589888101
614	0.1588164931
615	0.1586829286
616	0.1586052918
617	0.1585089249
618	0.1582906104
619	0.1581573305
620	0.1579235509
621	0.1577783173
622	0.1575504491
623	0.1572794205
624	0.1572074932
625	0.1569940949
626	0.1567523169
627	0.156561843
628	0.1562736561
629	0.1561668608
630	0.1560177138
631	0.1558918643
632	0.1558068173
633	0.1556396893
634	0.1555203305
635	0.155321218
636	0.1551177485
637	0.1550155695
638	0.15477444
639	0.1546229766
640	0.1544330411
641	0.154420257
642	0.154255024
643	0.1541625088
644	0.1539478872
645	0.1538494303
646	0.1537480591
647	0.1535456099
648	0.1533909516
649	0.1533144857
650	0.1532182471
651	0.1530284983
652	0.1528767044
653	0.1527495356
654	0.1526082468
655	0.1524806409
656	0.1523675038
657	0.1522454509
658	0.1519852357
659	0.1518240481
660	0.1516282207
661	0.1514498394
662	0.1512971389
663	0.1510471405
664	0.1508812722
665	0.1506945934
666	0.1505674927
667	0.1504395307
668	0.1503163366
669	0.1502218581
670	0.1501441241
671	0.1499158945
672	0.1497780553
673	0.1496443797
674	0.1493566865
675	0.1492644229
676	0.1491672675
677	0.1488991944
678	0.1486717761
679	0.1485292576
680	0.1484121786
681	0.1482535241
682	0.1480342297
683	0.1479299702
684	0.1477876617
685	0.1476837101
686	0.1474857462
687	0.1473064506
688	0.1471962048
689	0.1470523817
690	0.1469342105
691	0.146753766
692	0.1466741846
693	0.1465182402
694	0.1462823024
695	0.1461380324
696	0.1460307145
697	0.1458405725
698	0.14572468
699	0.1455678558
700	0.145392928
701	0.1452615594
702	0.1450744629
703	0.1449088838
704	0.1447369125
705	0.144658042
706	0.1445653809
707	0.1445242072
708	0.1443825203
709	0.1442635226
710	0.1441095328
711	0.1440199011
712	0.1439144164
713	0.1438373111
714	0.143695173
715	0.1435877506
716	0.1433213421
717	0.1431593047
718	0.1429576525
719	0.1427709507
720	0.1427320644
721	0.1425418366
722	0.1424440763
723	0.1422350084
724	0.1419482243
725	0.141754294
726	0.14166008
727	0.1414465938
728	0.1412866509
729	0.1412579757
730	0.1411202193
731	0.1409423592
732	0.1407980211
733	0.1406594632
734	0.1405718861
735	0.1405124203
736	0.1403591131
737	0.1401692453
738	0.1400080269
739	0.13974997
740	0.1396328613
741	0.1395028182
742	0.1392763807
743	0.1390853944
744	0.1389526778
745	0.1388274367
746	0.1385519883
747	0.1383923203
748	0.1382766602
749	0.1381400776
750	0.1379362657
751	0.1378001273
752	0.1377157842
753	0.1374833654
754	0.1373213422
755	0.1372395163
756	0.1371267172
757	0.1369694427
758	0.1367279216
759	0.1366263989
760	0.136531988
761	0.1363882201
762	0.1362613531
763	0.1361345641
764	0.1360719269
765	0.1358896195
766	0.1356550583
767	0.1355621303
768	0.13551846
769	0.1354565862
770	0.1354049436
771	0.1353414751
772	0.1351994707
773	0.1351417022
774	0.1349984898
775	0.13477304
776	0.1345947074
777	0.1344865024
778	0.1343216214
779	0.1341836793
780	0.1340921914
781	0.1340028359
782	0.1338691589
783	0.1335915874
784	0.1334286903
785	0.1333280519
786	0.1332901919
787	0.1330850886
788	0.1328928913
789	0.1328400195
790	0.1327336721
791	0.1326524974
792	0.1324878215
793	0.1323077015
794	0.1320688613
795	0.1318810714
796	0.1317795777
797	0.1316593424
798	0.1314923904
799	0.1313267478
800	0.1310800892
801	0.1309426973
802	0.1308469766
803	0.1306742241
804	0.1304503082
805	0.1303735517
806	0.130261491
807	0.1301454789
808	0.1300811175
809	0.1300262116
810	0.1298609584
811	0.1297708483
812	0.1296425977
813	0.1293337037
814	0.1292588923
815	0.1290827769
816	0.1288882805
817	0.1287720525
818	0.1286103418
819	0.128511901
820	0.1282994469
821	0.1281111023
822	0.128029886
823	0.1278741723
824	0.1277644068
825	0.1275891005
826	0.1274920259
827	0.1273853359
828	0.1272244866
829	0.1271277098
830	0.1270849259
831	0.1269571706
832	0.1268259288
833	0.1267653788
834	0.1266882232
835	0.1265163765
836	0.1263831289
837	0.1263095531
838	0.12610941
839	0.1259964189
840	0.1258415461
841	0.1256866872
842	0.1256082626
843	0.1254119385
844	0.1252859233
845	0.1251042616
846	0.1249983523
847	0.124904083
848	0.1248293527
849	0.1247245277
850	0.1246104717
851	0.1244956201
852	0.1244554213
853	0.1243491336
854	0.1242714556
855	0.1242059786
856	0.1240219754
857	0.1240002311
858	0.1239145139
859	0.1238593294
860	0.1236799095
861	0.1235433139
862	0.1233805931
863	0.1232928525
864	0.1231821843
865	0.1231075148
866	0.1229403792
867	0.1228531251
868	0.1227454084
869	0.1226527873
870	0.1225461857
871	0.1225161603
872	0.1224028244
873	0.1222692956
874	0.1221953495
875	0.1221154593
876	0.1220452527
877	0.1218757371
878	0.1217830353
879	0.1215994886
880	0.1215197129
881	0.1213881071
882	0.1213408424
883	0.121282227
884	0.1212465536
885	0.1210988901
886	0.1209396873
887	0.1208543273
888	0.120671559
889	0.1206595811
890	0.1204290487
891	0.120374914
892	0.1203144758
893	0.120215959
894	0.1201700695
895	0.1201338771
896	0.1199825102
897	0.1198386079
898	0.1197166857
899	0.1196894164
900	0.119639101
901	0.1195533358
902	0.1194915971
903	0.1193686606
904	0.1191709369
905	0.119043248
906	0.1189509642
907	0.118790469
908	0.1186637587
909	0.1185352201
910	0.1184132139
911	0.1183551383
912	0.1182713218
913	0.1181177384
914	0.1180309058
915	0.1179873957
916	0.1178472607
917	0.1177791314
918	0.1176843969
919	0.117509512
920	0.1174163059
921	0.117302626
922	0.1171374858
923	0.1170490492
924	0.1169173123
925	0.116798041
926	0.1166734987
927	0.1166006724
928	0.1165379938
929	0.1163642745
930	0.1162629587
931	0.1161485526
932	0.1159894052
933	0.1159200913
934	0.1158713932
935	0.1157280975
936	0.115629104
937	0.1155713654
938	0.1154650196
939	0.1153551589
940	0.1152266925
941	0.1151667185
942	0.1150804244
943	0.1150082178
944	0.1149222233
945	0.114846419
946	0.1146984704
947	0.1146395481
948	0.1145315038
949	0.1144723599
950	0.1143361672
951	0.1142305827
952	0.114019463
953	0.1139299248
954	0.1138225156
955	0.1137468096
956	0.1136885655
957	0.1135249777
958	0.1134333259
959	0.1132809388
960	0.1132174371
961	0.1131639529
962	0.1130844008
963	0.1129705823
964	0.1128773562
965	0.1127998649
966	0.1126431155
967	0.1125164894
968	0.1124376306
969	0.1123258633
970	0.1121972425
971	0.1121694342
972	0.1121135766
973	0.1120396088
974	0.1119284372
975	0.1118284256
976	0.1117360142
977	0.111669264
978	0.1115915028
979	0.1114804607
980	0.1114131745
981	0.111350343
982	0.1111919261
983	0.1110756779
984	0.1109172029
985	0.1108409359
986	0.1107307685
987	0.1105928584
988	0.1104124151
989	0.1103461419
990	0.1102292659
991	0.1101540231
992	0.1101086313
993	0.1100558484
994	0.1098440534
995	0.1096883361
996	0.1096412485
997	0.1095845308
998	0.1095220736
999	0.1094331097
